Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2016-09-03, E Washington, 110, 25, 496, 41, 35, 12, 118, 0, 1, 28, 11, 6, 1, 1, 1671, 45, Washington St, 97, 25, 418, 52, 41, 12, 101, 0, 1, 32, 12, 7, 0, 0, 1937, 42
2016-09-03, Florida A&M, 22, 42, 175, 27, 15, 9, 84, 0, 2, 13, 16, 4, 1, 0, 2253, 3, Miami (FL), 373, 36, 150, 21, 13, 6, 54, 1, 0, 22, 11, 7, 1, 1, 1347, 70
2016-09-03, Fordham, 162, 36, 302, 45, 26, 5, 35, 1, 0, 24, 18, 8, 4, 1, 1817, 16, Navy, 427, 53, 123, 4, 4, 2, 16, 0, 0, 18, 10, 5, 2, 1, 1783, 52
2016-09-03, Georgia Tech, 119, 44, 119, 15, 8, 3, 28, 1, 0, 12, 15, 6, 2, 2, 1818, 17, Boston College, 176, 37, 144, 17, 11, 7, 39, 2, 1, 15, 14, 6, 0, 0, 1782, 14
2016-09-03, Georgia, 289, 52, 185, 20, 13, 9, 70, 1, 0, 25, 14, 7, 0, 0, 2287, 33, UNC, 159, 19, 156, 40, 24, 13, 101, 0, 0, 16, 13, 5, 1, 0, 1313, 24
2016-09-03, Hawaii, 81, 37, 151, 23, 12, 8, 60, 0, 2, 16, 11, 1, 2, 1, 1925, 3, Michigan, 306, 39, 206, 20, 17, 3, 33, 0, 1, 26, 7, 7, 0, 0, 1675, 63
2016-09-03, Howard, 69, 35, 200, 29, 18, 7, 65, 0, 0, 15, 15, 5, 0, 0, 1980, 13, Maryland, 315, 44, 204, 29, 20, 2, 25, 0, 0, 25, 12, 7, 1, 0, 1620, 52
2016-09-03, Kent State, 150, 41, 129, 28, 14, 6, 47, 1, 2, 16, 17, 5, 1, 0, 1976, 13, Penn State, 145, 38, 209, 31, 16, 5, 55, 1, 0, 19, 15, 5, 1, 0, 1624, 33
2016-09-03, Liberty, 90, 35, 70, 27, 9, 13, 75, 1, 3, 11, 15, 2, 2, 1, 1578, 13, VT, 206, 48, 252, 41, 25, 4, 33, 4, 0, 24, 20, 10, 1, 1, 2022, 36
2016-09-03, LSU, 126, 29, 131, 21, 12, 5, 57, 1, 2, 14, 10, 2, 1, 0, 1383, 14, Wisconsin, 134, 42, 205, 31, 19, 5, 55, 1, 2, 21, 15, 3, 1, 0, 2217, 16
2016-09-03, LA Tech, 79, 23, 212, 31, 19, 3, 20, 0, 1, 16, 11, 5, 0, 0, 1399, 20, Arkansas, 106, 40, 191, 29, 20, 4, 35, 0, 2, 21, 12, 3, 3, 3, 2201, 21
2016-09-03, UMass, 46, 35, 141, 17, 9, 7, 25, 0, 0, 12, 11, 1, 2, 1, 1681, 7, Florida, 107, 29, 256, 44, 29, 8, 80, 0, 0, 21, 17, 9, 2, 1, 1919, 24
2016-09-03, Miami (OH), 158, 41, 266, 29, 19, 5, 22, 3, 0, 25, 11, 5, 2, 2, 2181, 21, Iowa, 212, 29, 192, 21, 13, 3, 35, 0, 0, 17, 9, 4, 1, 1, 1419, 45
2016-09-03, Missouri, 180, 47, 282, 53, 24, 6, 51, 1, 0, 26, 24, 10, 3, 1, 1547, 11, West Virginia, 241, 48, 253, 37, 23, 4, 45, 1, 2, 24, 16, 6, 0, 0, 2053, 26
2016-09-03, Murray State, -10, 26, 175, 35, 21, 4, 29, 1, 2, 13, 16, 4, 0, 0, 1592, 3, Illinois, 287, 40, 228, 24, 16, 7, 55, 0, 0, 21, 12, 6, 1, 1, 2008, 52
2016-09-03, UNH, 71, 31, 70, 20, 7, 8, 49, 0, 1, 8, 14, 0, 1, 1, 1531, 0, San Diego State, 170, 41, 291, 26, 17, 9, 70, 0, 0, 19, 15, 5, 0, 0, 2069, 31
2016-09-03, New Mexico St, 139, 30, 206, 41, 17, 7, 40, 0, 0, 19, 15, 5, 2, 1, 1356, 22, UTEP, 289, 49, 229, 28, 15, 7, 49, 1, 0, 28, 17, 11, 0, 0, 2244, 38
2016-09-03, NC Central, 38, 29, 74, 25, 7, 9, 80, 1, 1, 4, 16, 1, 0, 0, 1488, 6, Duke, 308, 63, 227, 26, 16, 10, 85, 5, 0, 29, 15, 7, 4, 2, 2112, 49
2016-09-03, N Arizona, 56, 34, 369, 33, 23, 11, 81, 0, 0, 16, 16, 5, 2, 0, 2014, 13, Arizona State, 276, 46, 180, 27, 20, 5, 40, 1, 1, 27, 14, 8, 1, 0, 1586, 44
2016-09-03, N Illinois, 133, 37, 329, 39, 24, 12, 106, 1, 0, 20, 18, 6, 2, 1, 1461, 34, Wyoming, 243, 56, 245, 29, 19, 10, 100, 0, 0, 28, 18, 7, 1, 1, 2139, 40
2016-09-03, Northern Iowa, 232, 58, 135, 27, 15, 5, 65, 1, 0, 22, 17, 4, 1, 1, 2156, 25, Iowa State, 51, 25, 256, 28, 18, 9, 89, 2, 2, 16, 11, 3, 0, 0, 1444, 20
2016-09-03, Oklahoma, 70, 26, 323, 34, 24, 5, 66, 2, 0, 17, 14, 7, 1, 0, 1494, 23, Houston, 89, 40, 321, 40, 23, 7, 75, 1, 0, 25, 18, 9, 0, 0, 2106, 33
2016-09-03, URI, 170, 40, 49, 23, 6, 5, 30, 2, 1, 13, 15, 4, 1, 0, 1965, 6, Kansas, 171, 35, 399, 38, 28, 4, 37, 1, 1, 28, 11, 6, 1, 1, 1635, 55
2016-09-03, Richmond, 187, 41, 337, 35, 24, 8, 70, 0, 0, 24, 17, 10, 0, 0, 2386, 37, UVA, 38, 21, 264, 34, 26, 0, 0, 3, 1, 19, 10, 2, 3, 2, 1214, 20
2016-09-03, Rutgers, 136, 48, 168, 40, 24, 4, 35, 2, 1, 21, 20, 5, 3, 2, 1995, 13, Washington, 91, 30, 289, 29, 20, 3, 30, 0, 1, 17, 12, 3, 2, 1, 1605, 48
2016-09-03, San Jose State, 53, 32, 234, 29, 16, 4, 30, 2, 1, 13, 16, 7, 1, 0, 1689, 10, Tulsa, 305, 58, 207, 25, 13, 2, 25, 0, 0, 28, 16, 7, 1, 1, 1911, 45
2016-09-03, Savannah State, 34, 27, 80, 19, 10, 6, 68, 2, 1, 8, 9, 1, 0, 0, 1314, 0, Ga Southern, 420, 69, 185, 15, 12, 8, 58, 1, 1, 35, 12, 8, 2, 1, 2286, 54
2016-09-03, South Alabama, 94, 29, 285, 34, 24, 8, 57, 0, 0, 19, 14, 5, 2, 2, 2201, 21, Miss St, 239, 34, 143, 31, 20, 5, 41, 0, 0, 22, 9, 2, 0, 0, 1399, 20
2016-09-03, S Carolina St, 85, 32, 138, 38, 16, 13, 138, 2, 1, 12, 18, 4, 0, 0, 1658, 0, UCF, 201, 54, 265, 36, 20, 5, 40, 2, 0, 28, 17, 6, 4, 3, 1942, 38
2016-09-03, South Dakota St, 128, 34, 333, 31, 19, 5, 31, 1, 0, 23, 14, 6, 0, 0, 1899, 41, TCU, 223, 37, 439, 50, 33, 12, 125, 0, 2, 35, 15, 11, 0, 0, 1701, 59
2016-09-03, SE Missouri St, 110, 29, 143, 34, 19, 8, 80, 0, 1, 17, 15, 4, 0, 0, 1921, 17, Memphis, 111, 33, 295, 40, 26, 4, 40, 1, 2, 27, 16, 7, 0, 0, 1679, 35
2016-09-03, SE Louisiana, 97, 46, 106, 14, 4, 6, 47, 4, 0, 12, 12, 1, 3, 0, 1747, 7, Oklahoma State, 144, 38, 253, 35, 25, 5, 55, 1, 0, 23, 12, 6, 0, 0, 1853, 61
2016-09-03, USC, 64, 30, 130, 37, 18, 6, 46, 0, 1, 11, 18, 4, 2, 0, 1757, 6, Alabama, 242, 45, 223, 18, 12, 4, 29, 1, 1, 15, 15, 6, 1, 1, 1843, 52
2016-09-03, S Illinois, 143, 34, 387, 52, 37, 5, 50, 1, 0, 26, 17, 7, 1, 0, 1856, 30, FAU, 170, 45, 287, 31, 23, 5, 45, 0, 0, 19, 19, 8, 1, 1, 1744, 38
2016-09-03, SMU, 272, 46, 300, 27, 13, 7, 60, 0, 1, 23, 14, 8, 1, 0, 1865, 34, North Texas, 83, 29, 311, 50, 32, 6, 68, 0, 3, 26, 15, 6, 3, 1, 1735, 21
2016-09-03, Southern Miss, 262, 68, 258, 28, 18, 7, 50, 0, 3, 32, 17, 9, 2, 1, 2432, 44, Kentucky, 96, 25, 313, 25, 16, 6, 75, 2, 1, 14, 9, 3, 1, 0, 1168, 35
2016-09-03, Southern, 239, 46, 137, 32, 17, 4, 40, 0, 1, 25, 14, 5, 0, 0, 1887, 21, UL Monroe, 325, 46, 208, 33, 20, 7, 73, 0, 2, 26, 17, 11, 1, 1, 1713, 38
2016-09-03, Texas State, 106, 42, 440, 56, 41, 6, 55, 1, 2, 29, 19, 7, 2, 2, 1625, 56, Ohio, 237, 51, 393, 46, 28, 13, 109, 2, 0, 25, 22, 8, 2, 1, 1975, 54
2016-09-03, SF Austin, 58, 35, 312, 55, 31, 3, 25, 1, 2, 24, 17, 5, 2, 0, 1793, 17, Texas Tech, 125, 28, 633, 71, 48, 7, 42, 0, 1, 37, 15, 7, 1, 0, 1807, 69
2016-09-03, Towson, 127, 49, 165, 41, 16, 5, 62, 3, 1, 20, 22, 6, 6, 5, 2260, 20, USF, 214, 41, 230, 25, 13, 4, 42, 1, 1, 22, 12, 6, 0, 0, 1340, 56
2016-09-03, Villanova, 53, 33, 119, 32, 16, 7, 55, 1, 1, 14, 16, 4, 2, 0, 1817, 7, Pitt, 86, 34, 175, 33, 19, 3, 40, 1, 0, 17, 15, 6, 0, 0, 1783, 28
2016-09-03, VMI, 86, 45, 300, 37, 28, 5, 53, 0, 0, 20, 17, 6, 2, 0, 2172, 24, Akron, 151, 29, 425, 38, 25, 12, 110, 1, 1, 24, 12, 6, 3, 2, 1428, 47
2016-09-03, W Carolina, 148, 38, 172, 27, 13, 5, 31, 0, 1, 15, 18, 7, 0, 0, 1691, 7, ECU, 275, 38, 413, 33, 29, 3, 25, 1, 0, 28, 14, 10, 0, 0, 1909, 52
2016-09-03, W Michigan, 198, 48, 218, 36, 26, 3, 30, 0, 0, 27, 17, 7, 4, 4, 2344, 22, Northwestern, 123, 31, 196, 22, 15, 2, 20, 1, 0, 15, 10, 4, 3, 2, 1256, 21
2016-09-04, Hampton, 90, 41, 218, 44, 20, 3, 38, 2, 1, 19, 20, 6, 3, 1, 2190, 21, Old Dominion, 247, 38, 253, 29, 14, 8, 65, 1, 0, 21, 13, 4, 2, 1, 1410, 54
2016-09-04, Notre Dame, 206, 46, 238, 30, 17, 8, 64, 0, 0, 22, 16, 7, 0, 0, 1939, 47, Texas, 237, 59, 280, 27, 16, 11, 104, 0, 1, 26, 18, 8, 2, 2, 1627, 50
2016-09-05, Ole Miss, 67, 25, 313, 39, 21, 8, 74, 1, 3, 21, 11, 5, 1, 1, 1041, 34, FSU, 161, 41, 419, 52, 33, 15, 127, 0, 0, 32, 18, 9, 0, 0, 2559, 45
