Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
09/06/2014, Central Michigan, 161, 43, 172, 16, 11, 1, 5, 0, 1, 19, 13, 6, 0, 0, 1837, 38, Purdue, 122, 34, 204, 49, 24, 7, 69, 1, 2, 19, 21, 9, 5, 2, 1758, 17
09/06/2014, Howard, 259, 43, 168, 29, 14, 11, 90, 1, 1, 21, 14, 6, 1, 0, 1816, 25, Rutgers, 109, 38, 288, 22, 16, 3, 41, 1, 0, 20, 10, 3, 1, 0, 1768, 38
09/06/2014, Western Illinois, 54, 30, 108, 21, 13, 5, 36, 1, 1, 11, 11, 4, 0, 0, 1480, 3, Wisconsin, 167, 39, 289, 29, 24, 4, 38, 0, 1, 25, 12, 6, 3, 2, 2116, 37
09/06/2014, South Carolina State, 7, 28, 37, 25, 12, 5, 30, 0, 1, 5, 15, 2, 1, 0, 1564, 7, Clemson, 268, 51, 467, 42, 32, 1, 5, 1, 0, 32, 17, 10, 2, 1, 2027, 73
09/06/2014, Navy, 487, 63, 30, 8, 4, 1, 15, 3, 0, 27, 10, 6, 1, 0, 2165, 31, Temple, 156, 34, 240, 50, 29, 6, 56, 1, 1, 24, 18, 6, 5, 4, 1435, 24
09/06/2014, South Alabama, 186, 50, 161, 25, 15, 6, 30, 0, 0, 20, 17, 6, 0, 0, 1891, 23, Kent State, 64, 28, 213, 40, 17, 6, 45, 0, 1, 15, 18, 9, 0, 0, 1686, 13
09/06/2014, UAB, 113, 43, 435, 34, 16, 5, 27, 0, 1, 19, 16, 3, 2, 0, 1594, 34, Mississippi State, 292, 57, 224, 31, 14, 3, 32, 0, 1, 26, 16, 5, 3, 2, 1944, 47
09/06/2014, New Mexico State, 194, 41, 241, 44, 25, 5, 38, 2, 1, 26, 18, 7, 4, 3, 1834, 34, Georgia State, 162, 39, 294, 37, 21, 7, 59, 2, 2, 23, 12, 4, 1, 1, 1766, 31
09/06/2014, Fresno State, 55, 40, 283, 40, 24, 6, 55, 1, 0, 24, 16, 5, 2, 0, 1736, 27, Utah, 258, 54, 268, 27, 15, 12, 118, 0, 0, 26, 17, 8, 2, 1, 1825, 59
09/06/2014, Sacramento State, 118, 25, 184, 41, 20, 9, 98, 1, 1, 19, 15, 6, 0, 0, 1668, 14, California, 255, 48, 326, 29, 21, 10, 102, 1, 0, 26, 16, 9, 2, 2, 2657, 55
09/06/2014, Colorado, 156, 47, 318, 42, 26, 12, 123, 0, 1, 29, 18, 10, 1, 0, 2115, 41, Massachusetts, 105, 30, 267, 38, 20, 7, 85, 0, 1, 24, 15, 5, 1, 0, 1485, 38
09/06/2014, Eastern Washington, 98, 36, 475, 46, 31, 6, 51, 2, 0, 36, 12, 6, 4, 4, 1942, 52, Washington, 356, 57, 180, 24, 14, 10, 100, 0, 0, 26, 15, 8, 2, 2, 1658, 59
09/06/2014, USC, 156, 37, 135, 22, 15, 10, 87, 0, 0, 16, 14, 7, 1, 0, 1558, 13, Stanford, 128, 38, 285, 30, 22, 8, 68, 2, 0, 21, 14, 7, 1, 0, 2018, 10
09/06/2014, Eastern Kentucky, 82, 32, 198, 28, 14, 8, 94, 1, 1, 12, 13, 1, 1, 0, 1282, 17, Miami (Ohio), 60, 38, 359, 52, 25, 9, 61, 3, 3, 25, 19, 6, 2, 1, 3014, 10
09/06/2014, Virginia Military, 97, 35, 321, 55, 30, 4, 35, 2, 1, 24, 20, 6, 1, 0, 2347, 7, Bowling Green, 260, 37, 266, 34, 25, 7, 87, 1, 1, 26, 13, 7, 0, 0, 1253, 48
09/06/2014, Ohio, 74, 28, 149, 32, 14, 5, 46, 1, 0, 13, 14, 4, 1, 0, 1289, 3, Kentucky, 232, 52, 170, 31, 17, 4, 45, 0, 0, 24, 20, 9, 2, 1, 2306, 20
09/06/2014, Northern Illinois, 221, 55, 180, 23, 13, 8, 75, 0, 0, 20, 18, 7, 1, 1, 1712, 23, Northwestern, 72, 37, 322, 43, 28, 9, 93, 0, 1, 21, 23, 14, 1, 0, 1888, 15
09/06/2014, Maryland, 116, 40, 201, 28, 17, 4, 35, 4, 2, 17, 14, 8, 0, 0, 1627, 24, South Florida, 83, 37, 174, 37, 15, 6, 39, 0, 1, 16, 21, 9, 2, 0, 1973, 17
09/06/2014, Ball State, 90, 36, 129, 30, 15, 6, 45, 1, 0, 13, 16, 4, 0, 0, 1733, 13, Iowa, 113, 29, 342, 55, 35, 3, 30, 2, 0, 27, 19, 10, 0, 0, 1867, 17
09/06/2014, Middle Tennessee, 190, 43, 255, 38, 22, 9, 80, 0, 3, 23, 15, 7, 2, 0, 1840, 24, Minnesota, 284, 50, 67, 11, 5, 3, 24, 0, 1, 18, 12, 5, 0, 0, 1760, 35
09/06/2014, Missouri State, 155, 41, 219, 24, 16, 7, 70, 0, 0, 20, 14, 4, 1, 1, 2003, 23, Oklahoma State, 206, 35, 274, 35, 21, 5, 45, 0, 0, 22, 15, 5, 2, 1, 1597, 40
09/06/2014, Richmond, 59, 31, 363, 47, 29, 4, 25, 4, 3, 21, 16, 8, 1, 1, 1950, 13, Virginia, 157, 40, 173, 23, 18, 6, 39, 1, 1, 17, 12, 7, 0, 0, 2054, 45
09/06/2014, Georgia Tech, 344, 57, 15, 8, 3, 4, 35, 2, 1, 24, 12, 10, 0, 0, 1955, 38, Tulane, 96, 25, 231, 35, 17, 10, 69, 0, 3, 17, 11, 5, 2, 0, 1615, 21
09/06/2014, Eastern Michigan, 80, 34, 45, 21, 9, 4, 40, 4, 1, 7, 14, 3, 0, 0, 2179, 0, Florida, 259, 39, 396, 47, 33, 10, 100, 0, 0, 27, 20, 10, 4, 2, 2143, 65
09/06/2014, Nicholls State, 34, 28, 208, 43, 21, 5, 35, 0, 1, 17, 17, 3, 3, 2, 2050, 7, Arkansas, 495, 40, 189, 14, 8, 7, 69, 0, 1, 26, 6, 3, 1, 1, 1551, 73
09/06/2014, Mississippi, 180, 50, 367, 38, 28, 5, 35, 1, 0, 34, 15, 10, 2, 1, 2246, 41, Vanderbilt, 107, 25, 60, 25, 6, 7, 53, 0, 1, 9, 13, 4, 1, 0, 1354, 3
09/06/2014, Campbell, 56, 30, 39, 23, 9, 7, 63, 1, 3, 6, 14, 2, 1, 0, 1809, 0, Appalachian State, 293, 47, 245, 29, 16, 7, 91, 0, 1, 24, 16, 10, 3, 2, 1782, 66
09/06/2014, Old Dominion, 196, 37, 308, 50, 36, 3, 20, 0, 1, 28, 18, 10, 6, 5, 1836, 34, North Carolina State, 242, 39, 253, 29, 21, 1, 5, 0, 0, 28, 10, 6, 1, 1, 1740, 46
09/06/2014, Wagner, 92, 36, 120, 23, 11, 8, 80, 0, 2, 9, 11, 1, 0, 0, 1790, 3, Florida International, 148, 34, 229, 34, 23, 9, 70, 3, 0, 19, 15, 6, 0, 0, 2363, 34
09/06/2014, Savannah State, 87, 34, 208, 39, 21, 7, 34, 2, 1, 18, 17, 7, 1, 0, 2045, 9, Georgia Southern, 564, 53, 120, 5, 4, 3, 15, 0, 0, 27, 6, 6, 0, 0, 1555, 83
09/06/2014, Michigan State, 123, 36, 343, 47, 29, 5, 38, 0, 2, 25, 17, 7, 1, 0, 2020, 27, Oregon, 173, 40, 318, 28, 17, 9, 70, 0, 0, 19, 16, 6, 2, 2, 1580, 46
09/06/2014, Gardner-Webb, 77, 32, 54, 16, 9, 2, 10, 0, 1, 11, 12, 2, 0, 0, 1623, 7, Wake Forest, 96, 36, 291, 39, 30, 7, 71, 0, 3, 24, 15, 7, 1, 1, 1975, 23
09/06/2014, Southeast Missouri State, 124, 36, 297, 28, 13, 14, 174, 0, 3, 14, 16, 5, 3, 3, 1800, 28, Kansas, 261, 49, 196, 24, 12, 9, 80, 0, 0, 20, 15, 5, 1, 0, 1799, 34
09/06/2014, Murray State, 41, 19, 251, 38, 21, 6, 65, 0, 1, 14, 12, 4, 2, 0, 1071, 21, Louisville, 325, 49, 278, 39, 25, 3, 19, 0, 0, 31, 19, 11, 5, 4, 2529, 66
09/06/2014, Florida A&M, 25, 33, 89, 17, 6, 4, 39, 2, 0, 5, 15, 2, 1, 1, 1772, 7, Miami (Florida), 198, 33, 218, 30, 17, 4, 40, 1, 2, 21, 10, 2, 3, 2, 1828, 41
09/06/2014, Duke, 182, 41, 270, 42, 28, 6, 43, 0, 0, 25, 17, 8, 3, 2, 2012, 34, Troy, 158, 43, 238, 34, 22, 7, 55, 0, 0, 20, 17, 8, 3, 0, 1588, 17
09/06/2014, East Carolina, 132, 21, 321, 46, 32, 4, 40, 0, 2, 27, 12, 6, 1, 1, 1421, 23, South Carolina, 175, 38, 266, 38, 25, 5, 60, 0, 1, 26, 13, 7, 1, 1, 2179, 33
09/06/2014, Arizona State, 423, 48, 198, 21, 12, 4, 30, 1, 0, 25, 13, 7, 1, 0, 1511, 58, New Mexico, 207, 57, 130, 11, 7, 8, 73, 3, 0, 19, 14, 5, 1, 0, 2070, 23
09/06/2014, San Jose State, 65, 45, 254, 32, 19, 7, 66, 0, 3, 20, 19, 7, 3, 2, 2089, 13, Auburn, 358, 50, 135, 23, 13, 5, 45, 2, 0, 26, 14, 10, 1, 1, 1511, 59
09/06/2014, Louisiana Tech, 238, 35, 295, 33, 22, 5, 35, 0, 0, 20, 15, 6, 2, 1, 1754, 48, Louisiana-Lafayette, 178, 34, 237, 44, 29, 4, 36, 2, 1, 20, 17, 8, 4, 2, 1846, 20
09/06/2014, Rhode Island, 64, 39, 111, 28, 17, 6, 38, 1, 1, 11, 17, 4, 2, 1, 1998, 7, Marshall, 432, 46, 292, 35, 18, 8, 64, 3, 0, 29, 13, 7, 2, 0, 1664, 48
09/06/2014, Alcorn St., 295, 32, 98, 27, 15, 6, 74, 2, 2, 16, 12, 3, 2, 1, 1601, 20, Southern Mississippi, 207, 42, 208, 33, 21, 4, 40, 0, 0, 22, 17, 6, 1, 0, 1999, 26
09/06/2014, Idaho, 118, 36, 324, 47, 26, 12, 119, 1, 2, 25, 18, 9, 0, 0, 1929, 31, Louisiana-Monroe, 150, 37, 384, 45, 24, 5, 40, 0, 1, 29, 11, 2, 2, 0, 1665, 38
09/06/2014, Lamar, 90, 38, 153, 42, 16, 5, 50, 1, 1, 15, 19, 4, 4, 3, 2057, 3, Texas A&M, 225, 36, 405, 42, 29, 4, 45, 2, 1, 30, 14, 9, 1, 1, 1543, 73
09/06/2014, Sam Houston State, 50, 36, 156, 28, 9, 2, 30, 1, 2, 14, 14, 3, 2, 0, 1497, 0, LSU, 334, 58, 250, 18, 11, 6, 60, 1, 0, 27, 12, 8, 0, 0, 2103, 56
09/06/2014, Citadel, 250, 56, 72, 14, 5, 0, 0, 0, 0, 21, 17, 11, 2, 0, 2015, 12, Florida State, 210, 35, 284, 32, 25, 3, 20, 0, 0, 28, 8, 4, 0, 0, 1585, 37
09/06/2014, BYU, 248, 60, 181, 28, 18, 6, 40, 1, 1, 28, 15, 6, 2, 1, 2047, 41, Texas, 82, 35, 176, 31, 20, 6, 64, 3, 1, 15, 15, 3, 2, 1, 1521, 7
09/06/2014, Towson, 42, 29, 80, 24, 8, 9, 70, 0, 0, 7, 15, 4, 3, 0, 1469, 0, West Virginia, 251, 52, 355, 44, 38, 3, 35, 1, 0, 33, 17, 12, 2, 1, 2126, 54
09/06/2014, Northwestern State, 78, 41, 124, 19, 8, 5, 35, 0, 1, 11, 15, 2, 1, 1, 1928, 6, Baylor, 265, 50, 455, 28, 19, 10, 91, 2, 0, 32, 16, 13, 2, 2, 1672, 70
09/06/2014, Michigan, 100, 35, 189, 32, 19, 5, 50, 1, 3, 18, 13, 4, 2, 1, 1984, 0, Notre Dame, 54, 31, 226, 34, 23, 3, 20, 0, 0, 20, 15, 7, 1, 1, 1616, 31
09/06/2014, Virginia Tech, 125, 41, 199, 36, 23, 10, 107, 1, 2, 21, 17, 9, 0, 0, 1999, 35, Ohio State, 108, 40, 219, 29, 9, 7, 62, 0, 3, 19, 16, 4, 1, 1, 1565, 21
09/06/2014, San Diego State, 168, 35, 341, 39, 23, 9, 65, 0, 3, 23, 14, 6, 0, 0, 2242, 27, North Carolina, 131, 33, 263, 31, 21, 5, 37, 0, 1, 20, 13, 5, 1, 1, 1323, 31
09/06/2014, Grambling, 63, 39, 175, 27, 13, 15, 147, 3, 3, 11, 15, 3, 1, 0, 1836, 0, Houston, 275, 40, 202, 26, 15, 5, 30, 2, 0, 20, 14, 4, 1, 0, 2627, 47
09/06/2014, Idaho State, 101, 32, 307, 47, 23, 11, 109, 1, 3, 21, 16, 3, 0, 0, 1671, 20, Utah State, 311, 45, 116, 30, 13, 14, 160, 1, 1, 21, 14, 4, 0, 0, 2139, 40
09/06/2014, Northern Colorado, 138, 40, 189, 21, 16, 7, 46, 0, 1, 19, 12, 2, 0, 0, 1988, 12, UNLV, 211, 48, 121, 20, 11, 6, 75, 0, 4, 19, 12, 6, 1, 0, 1596, 13
09/06/2014, Memphis, 164, 39, 305, 42, 27, 10, 110, 0, 0, 24, 16, 6, 1, 1, 1789, 35, UCLA, 144, 41, 396, 44, 33, 9, 85, 0, 1, 30, 16, 8, 1, 1, 1771, 42
09/06/2014, Air Force, 151, 52, 226, 32, 17, 4, 25, 2, 0, 21, 21, 10, 2, 0, 1881, 13, Wyoming, 51, 26, 282, 37, 23, 2, 15, 0, 0, 15, 14, 4, 1, 0, 1719, 17
09/06/2014, Colorado State, 28, 23, 434, 58, 31, 2, 20, 1, 2, 23, 18, 8, 2, 1, 1718, 24, Boise State, 324, 56, 352, 33, 22, 10, 101, 0, 1, 35, 14, 7, 1, 0, 1882, 37
09/06/2014, Oregon State, 164, 36, 300, 37, 26, 13, 99, 1, 1, 22, 15, 5, 0, 0, 2140, 38, Hawai'i, 100, 33, 236, 51, 20, 12, 108, 1, 1, 20, 19, 5, 4, 3, 1460, 30
09/06/2014, Texas Tech, 226, 28, 278, 31, 17, 10, 90, 1, 0, 19, 11, 4, 1, 0, 1260, 30, UTEP, 268, 52, 116, 26, 9, 5, 40, 0, 0, 23, 16, 6, 1, 0, 2323, 26
