Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2015-09-05, Howard,36,30,136,22,14,6,55,0,1,8,12,1,3,1,1450,0, Appalachian St,376,56,287,28,21,7,60,1,0,33,13,7,4,3,2148,49
2015-09-05, Illinois State,35,28,196,27,16,2,10,0,0,14,14,7,1,0,1652,14, Iowa,210,44,221,25,16,5,51,1,0,22,12,6,3,2,1948,31
2015-09-05, Jackson State,33,20,271,40,23,7,58,0,1,10,16,4,0,0,1477,14, Mid Tennessee,282,63,351,32,25,1,15,1,1,36,16,12,0,0,2123,70
2015-09-05, Kent State,59,39,186,40,19,11,82,1,3,15,18,3,5,2,1881,3, Illinois,134,36,208,29,14,8,80,0,1,19,13,3,2,2,1719,52
2015-09-05, Louisville,238,48,167,33,17,5,35,1,1,27,16,8,3,3,1850,24, Auburn,190,41,137,21,11,8,80,0,3,21,10,4,1,0,1750,31
2015-09-05, Maine,7,20,84,29,12,5,41,0,1,8,13,3,0,0,1403,3, Boston College,204,49,155,25,14,5,35,0,0,21,18,9,1,1,2197,24
2015-09-05, Morgan State,53,34,142,25,13,9,55,1,1,12,16,7,0,0,1808,7, Air Force,394,63,119,7,4,6,57,0,0,29,10,8,0,0,1792,63
2015-09-05, UNLV,164,47,329,40,22,3,30,0,1,28,18,8,2,1,2134,30, N Illinois,185,42,360,26,21,7,55,0,0,24,13,6,2,0,1466,38
2015-09-05, New Mexico St,72,23,128,28,14,1,9,0,1,8,12,1,3,2,1324,13, Florida,224,42,382,37,30,1,10,1,0,28,15,10,2,2,2276,61
2015-09-05, Norfolk State,-3,23,199,29,18,8,51,0,1,10,14,4,0,0,1657,13, Rutgers,291,47,248,15,13,9,60,1,0,26,9,5,3,2,1943,63
2015-09-05, North Dakota,276,54,153,23,13,6,56,0,0,23,17,9,1,0,2234,24, Wyoming,41,19,289,39,20,8,96,0,0,14,13,3,3,1,1366,13
2015-09-05, UL Monroe,45,26,206,29,23,5,30,0,1,12,14,5,0,0,1600,14, Georgia,243,38,192,14,10,4,30,0,0,19,9,5,0,0,1406,51
2015-09-05, Old Dominion,229,41,184,32,18,6,75,0,0,25,15,7,0,0,1663,38, E Michigan,252,47,192,36,22,7,78,1,2,27,15,8,2,1,1937,34
2015-09-05, Penn State,77,27,103,25,11,6,39,0,1,9,13,2,1,0,1425,10, Temple,145,43,168,21,16,5,35,1,0,15,17,7,1,0,2175,27
2015-09-05, Portland State,233,48,61,12,7,5,61,0,0,19,12,6,1,1,1788,24, Washington St,104,30,307,45,28,5,32,1,1,22,16,4,8,7,1812,17
2015-09-05, Richmond,56,27,220,30,18,1,10,0,0,12,12,2,1,1,1745,21, Maryland,341,45,138,22,12,5,39,0,1,24,12,7,0,0,1855,50
2015-09-05, Sam Houston,317,46,320,52,36,5,47,2,2,34,15,9,1,0,1919,45, Texas Tech,174,31,437,57,34,10,69,0,1,29,16,9,1,0,1681,59
2015-09-05, Savannah State,83,49,100,23,10,8,78,1,1,11,18,3,3,2,2205,13, Colorado State,217,33,381,36,27,6,62,4,1,33,9,6,1,0,1395,65
2015-09-05, South Dakota St,170,39,293,33,17,3,25,0,0,25,14,5,2,2,1796,41, Kansas,285,51,291,40,25,7,75,1,1,29,16,7,5,4,1804,38
2015-09-05, South Dakota,61,36,205,30,18,2,11,1,0,16,18,8,2,0,1845,0, Kansas State,185,40,147,18,9,8,66,1,0,16,12,5,0,0,1755,34
2015-09-05, SE Missouri St,135,42,56,22,12,10,103,1,0,10,18,4,0,0,1913,3, Missouri,88,33,319,32,18,6,44,0,1,19,14,5,1,0,1687,34
2015-09-05, S Illinois,248,46,411,32,24,6,68,2,0,26,17,11,0,0,1832,47, Indiana,246,42,349,32,19,6,43,0,0,23,13,5,1,1,1768,48
2015-09-05, Southern,94,32,187,36,19,9,45,1,2,17,15,4,1,0,1676,15, LA Tech,207,32,380,29,21,3,35,0,2,21,10,3,1,1,1924,62
2015-09-05, Missouri State,18,30,107,25,15,5,58,3,0,10,14,2,0,0,1570,7, Memphis,317,60,202,21,16,9,92,0,0,27,14,9,1,1,2030,63
2015-09-05, LA-Lafayette,247,47,232,41,26,7,70,2,2,27,19,7,4,3,2225,33, Kentucky,178,26,257,34,16,4,54,0,1,18,14,5,1,1,1375,40
2015-09-05, Stanford,85,27,155,35,20,5,25,1,1,17,15,3,2,2,1688,6, Northwestern,225,54,105,25,12,5,57,0,0,17,22,12,1,1,1912,16
2015-09-05, UT Martin,116,39,174,29,16,6,43,0,1,13,17,2,1,1,2169,3, Ole Miss,338,36,324,28,19,3,30,0,1,28,9,4,2,2,1431,76
2015-09-05, Texas,60,29,103,23,8,4,50,0,0,8,14,2,0,0,1250,3, Notre Dame,214,52,313,23,19,6,39,0,0,30,14,8,0,0,2350,38
2015-09-05, UTEP,58,34,146,19,14,2,15,2,1,13,14,7,2,0,2143,13, Arkansas,182,34,308,20,14,6,68,0,0,18,11,5,2,2,1759,48
2015-09-05, Towson,179,44,237,33,17,5,42,1,1,27,15,7,4,1,2016,20, ECU,197,34,230,37,29,8,89,0,0,23,17,10,3,2,1584,28
2015-09-05, Troy,121,25,184,21,14,5,54,1,1,13,9,1,0,0,1106,21, North Carolina St,251,58,199,26,22,1,15,0,0,30,13,5,4,3,2494,49
2015-09-05, UVA,98,34,238,35,21,7,45,0,1,19,14,4,2,1,2054,16, UCLA,152,34,351,37,28,7,75,0,0,25,13,7,0,0,1546,34
2015-09-05, Wagner,86,37,199,22,10,4,50,1,1,13,12,2,0,0,1746,16, Rice,401,54,142,21,12,4,49,1,1,28,15,11,0,0,1854,56
2015-09-05, Washington,29,22,150,35,20,5,32,0,1,11,14,4,0,0,1538,13, Boise State,185,53,152,27,17,7,66,1,1,21,18,8,2,1,2062,16
2015-09-05, Weber State,58,18,120,36,19,7,75,0,1,9,13,0,1,0,1475,7, Oregon State,281,56,110,22,12,7,67,0,1,22,17,6,1,0,2125,26
2015-09-05, Youngstown St,129,30,278,40,20,4,34,0,0,16,16,3,2,0,1816,37, Pitt,325,43,133,18,11,4,23,0,2,16,14,5,0,0,1774,45
2015-09-05, Gardner-Webb,177,53,132,23,11,4,39,1,2,17,16,5,4,2,2333,23, South Alabama,224,31,184,25,14,7,55,1,2,13,10,3,1,1,1267,33
2015-09-05, Presbyterian,155,41,163,27,14,12,97,1,1,17,16,4,2,1,2042,7, Miami (OH),205,40,261,23,17,13,162,2,0,18,13,5,0,0,1558,26
2015-09-05, Wofford,123,45,90,18,6,4,46,0,0,9,16,4,1,0,1877,10, Clemson,222,43,311,37,30,6,55,2,0,27,15,9,2,2,1723,49
2015-09-06, Alabama A&M,98,37,148,26,10,8,68,0,1,14,13,1,2,1,1599,10, Cincinnati,296,51,340,38,26,8,79,2,0,34,15,11,0,0,2001,52
2015-09-06, Arkansas State,208,50,193,37,17,8,88,2,2,19,19,6,4,0,2131,6, USC,189,32,320,32,23,3,25,0,0,22,10,3,1,0,1469,55
2015-09-06, E Washington,111,31,438,55,37,11,78,0,2,31,14,6,4,3,1993,42, Oregon,485,57,246,25,19,8,70,1,0,34,10,5,4,3,1607,61
2015-09-06, Miss St,205,28,237,38,22,6,60,2,0,19,14,8,0,0,1335,34, Southern Miss,102,36,311,44,30,7,59,0,2,20,17,4,4,2,2265,16
2015-09-06, Mississippi Valley State,26,40,48,16,6,9,50,2,1,8,14,4,1,1,1960,0, New Mexico,360,53,151,18,11,6,55,0,0,26,10,5,3,2,1640,66
2015-09-06, Northern Iowa,126,41,176,34,20,10,74,1,1,16,16,3,1,0,1990,7, Iowa State,77,32,233,29,21,5,48,2,0,15,13,3,0,0,1610,31
2015-09-06, Purdue,184,47,270,48,31,4,53,0,4,28,22,10,2,2,2087,31, Marshall,163,29,234,36,23,6,57,2,1,20,12,4,0,0,1513,41
2015-09-06, San Diego,84,38,109,27,13,4,30,1,5,13,16,4,0,0,2079,3, San Diego State,166,36,139,23,11,7,53,0,1,15,14,6,0,0,1521,37
2015-09-06, Texas State,132,33,168,42,26,1,5,1,0,17,17,4,5,3,1679,16, FSU,266,41,370,32,25,5,35,1,0,30,12,8,0,0,1921,59
2015-09-06, Tennessee Tech,29,33,312,26,16,3,15,0,1,10,15,5,0,0,1746,24, Houston,266,45,355,37,27,9,53,1,0,27,13,4,4,3,1854,52
2015-09-06, Wisconsin,40,21,228,39,26,5,50,0,1,17,14,6,0,0,1735,17, Alabama,238,37,264,29,22,11,120,0,0,27,11,4,1,1,1865,35
2015-09-08, OSU,360,37,212,19,10,6,58,2,1,21,9,3,1,1,1628,42, VT,128,44,192,25,15,5,50,1,1,18,17,8,0,0,1972,24
