Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2015-09-10, LA Tech, 223, 31, 357, 49, 28, 5, 40, 1, 1, 28, 14, 6, 3, 1, 1814, 38, W Kentucky, 144, 34, 441, 38, 28, 10, 105, 1, 0, 25, 13, 4, 1, 1, 1786, 41
2015-09-11, Appalachian St, 203, 45, 95, 28, 9, 12, 91, 1, 3, 12, 16, 3, 3, 1, 1824, 10, Clemson, 140, 44, 252, 31, 21, 9, 75, 0, 2, 22, 15, 5, 1, 1, 1776, 41
2015-09-11, Arizona, 301, 43, 269, 34, 25, 3, 30, 1, 0, 24, 13, 2, 3, 1, 1662, 44, Nevada, 168, 42, 159, 34, 18, 9, 105, 0, 1, 15, 18, 6, 1, 0, 1938, 20
2015-09-11, Austin Peay, 96, 48, 93, 18, 11, 4, 38, 0, 1, 12, 16, 2, 3, 2, 2228, 6, Southern Miss, 239, 30, 275, 40, 22, 6, 70, 0, 1, 24, 14, 7, 0, 0, 1372, 52
2015-09-11, Ball State, 240, 38, 121, 27, 12, 3, 15, 0, 1, 19, 13, 2, 1, 1, 1721, 23, Texas A&M, 270, 49, 233, 29, 21, 7, 79, 1, 0, 25, 14, 9, 2, 1, 1879, 56
2015-09-11, Charleston So, 263, 60, 111, 28, 10, 10, 85, 1, 0, 22, 21, 8, 4, 2, 2398, 16, Troy, 125, 28, 249, 28, 19, 7, 62, 0, 0, 18, 11, 4, 1, 0, 1202, 44
2015-09-11, Bowling Green, 201, 50, 491, 55, 36, 10, 80, 0, 1, 35, 18, 8, 4, 2, 2277, 48, Maryland, 156, 26, 185, 33, 16, 6, 57, 1, 3, 16, 13, 3, 1, 0, 1323, 27
2015-09-11, Buffalo, 69, 33, 205, 35, 24, 14, 107, 0, 1, 15, 16, 5, 3, 2, 1826, 14, Penn State, 200, 39, 128, 27, 14, 7, 65, 0, 0, 15, 15, 6, 3, 1, 1774, 27
2015-09-11, Fresno State, 163, 52, 153, 24, 15, 6, 45, 1, 3, 17, 15, 5, 3, 0, 2082, 21, Ole Miss, 215, 35, 392, 37, 26, 5, 58, 2, 1, 27, 14, 9, 1, 1, 1518, 73
2015-09-11, Sacramento St, 11, 26, 201, 38, 20, 8, 75, 0, 1, 11, 18, 6, 1, 0, 2031, 0, Washington, 218, 36, 326, 25, 17, 3, 30, 1, 0, 23, 11, 3, 4, 2, 1569, 49
2015-09-11, Delaware State, -38, 28, 5, 10, 3, 6, 47, 2, 1, 1, 10, 0, 1, 0, 1133, 13, Kent State, 279, 65, 214, 26, 18, 12, 114, 3, 0, 25, 16, 4, 7, 4, 2467, 45
2015-09-11, ECU, -13, 22, 346, 58, 37, 9, 65, 2, 1, 20, 21, 10, 0, 0, 1733, 24, Florida, 168, 38, 205, 25, 15, 12, 105, 1, 1, 17, 13, 4, 1, 1, 1867, 31
2015-09-11, E Illinois, 70, 29, 68, 20, 10, 3, 17, 0, 2, 8, 11, 0, 4, 1, 1375, 0, Northwestern, 344, 69, 152, 16, 11, 3, 26, 1, 0, 28, 17, 10, 2, 0, 2225, 41
2015-09-11, E Kentucky, 35, 23, 77, 21, 7, 8, 53, 0, 0, 7, 12, 2, 1, 0, 1196, 0, North Carolina St, 199, 48, 244, 30, 21, 7, 56, 1, 0, 25, 13, 7, 3, 2, 2404, 35
2015-09-11, E Michigan, 176, 37, 330, 25, 18, 4, 45, 0, 0, 19, 12, 7, 0, 0, 1604, 48, Wyoming, 430, 58, 32, 16, 6, 4, 30, 1, 0, 26, 15, 6, 4, 3, 1996, 29
2015-09-11, Furman, 136, 41, 118, 26, 9, 6, 50, 1, 2, 17, 15, 3, 3, 2, 1838, 3, VT, 299, 41, 284, 31, 19, 11, 114, 0, 0, 25, 12, 4, 2, 2, 1762, 42
2015-09-11, Georgia, 284, 41, 141, 25, 13, 9, 83, 0, 0, 19, 13, 4, 0, 0, 1623, 31, Vanderbilt, 105, 39, 295, 50, 24, 4, 20, 0, 3, 21, 21, 7, 4, 3, 1977, 14
2015-09-11, Hawaii, 80, 35, 85, 26, 8, 6, 36, 2, 2, 12, 14, 2, 2, 1, 1468, 0, OSU, 182, 49, 181, 34, 20, 7, 55, 0, 0, 26, 17, 8, 3, 1, 2132, 38
2015-09-11, Houston, 226, 57, 236, 35, 23, 7, 78, 0, 1, 25, 22, 11, 3, 2, 1995, 34, Louisville, 70, 26, 325, 45, 27, 9, 80, 2, 2, 24, 11, 5, 0, 0, 1605, 31
2015-09-11, Howard, 7, 28, 4, 12, 2, 8, 65, 1, 1, 2, 12, 0, 0, 0, 1494, 0, Boston College, 347, 40, 136, 15, 12, 6, 40, 0, 0, 24, 7, 5, 0, 0, 1926, 76
2015-09-11, Indiana State, 168, 41, 194, 37, 18, 8, 63, 1, 2, 19, 16, 3, 4, 2, 1832, 14, Purdue, 251, 45, 289, 36, 20, 5, 42, 2, 0, 24, 15, 5, 2, 1, 1768, 38
2015-09-11, Iowa, 260, 45, 215, 25, 15, 6, 50, 1, 0, 22, 14, 7, 1, 1, 2002, 31, Iowa State, 63, 27, 247, 35, 19, 4, 45, 0, 1, 18, 14, 4, 1, 0, 1598, 17
2015-09-11, Jacksonville St, 161, 46, 277, 43, 26, 5, 36, 0, 1, 28, 17, 8, 2, 1, 2125, 20, Auburn, 165, 38, 236, 32, 21, 3, 40, 1, 2, 23, 12, 7, 0, 0, 1465, 27
2015-09-11, Kansas State, 175, 44, 243, 23, 12, 9, 85, 0, 0, 22, 14, 7, 0, 0, 2105, 30, UTSA, 37, 25, 192, 37, 23, 12, 92, 0, 0, 14, 14, 3, 2, 0, 1495, 3
2015-09-11, Kentucky, 207, 38, 192, 29, 21, 7, 74, 0, 1, 19, 14, 4, 2, 2, 1895, 26, South Carolina, 195, 34, 222, 27, 17, 5, 50, 0, 1, 22, 10, 2, 1, 1, 1681, 22
2015-09-11, Lamar, 173, 43, 167, 30, 18, 15, 117, 1, 1, 19, 13, 4, 0, 0, 1985, 31, Baylor, 412, 56, 373, 38, 26, 12, 93, 1, 3, 38, 11, 3, 4, 3, 1615, 66
2015-09-11, Liberty, 92, 28, 280, 33, 21, 4, 26, 0, 0, 17, 12, 3, 1, 0, 1833, 17, West Virginia, 172, 45, 313, 32, 27, 6, 58, 0, 0, 25, 14, 8, 0, 0, 1767, 41
2015-09-11, Marshall, 157, 25, 106, 33, 16, 16, 147, 2, 2, 10, 15, 3, 1, 0, 1498, 10, Ohio, 234, 52, 147, 27, 14, 11, 101, 1, 1, 22, 17, 6, 1, 1, 2096, 21
