Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
10/04/2014, Oklahoma, 152, 42, 309, 36, 14, 7, 73, 0, 2, 19, 18, 7, 3, 2, 1883, 33, TCU, 151, 39, 318, 39, 20, 12, 90, 2, 1, 23, 18, 10, 0, 0, 1683, 37
10/04/2014, New Mexico, 283, 48, 87, 14, 9, 2, 30, 0, 0, 15, 15, 8, 2, 1, 1906, 21, UTSA, 112, 38, 229, 24, 14, 4, 35, 0, 2, 18, 12, 4, 2, 1, 1694, 9
10/04/2014, Wisconsin, 284, 37, 138, 29, 12, 6, 49, 0, 4, 19, 12, 4, 1, 1, 1767, 14, Northwestern, 203, 46, 182, 29, 15, 4, 20, 0, 0, 22, 16, 5, 2, 2, 1833, 20
10/04/2014, Stanford, 47, 32, 158, 36, 18, 9, 66, 0, 2, 14, 16, 5, 1, 0, 1812, 14, Notre Dame, 129, 32, 241, 43, 20, 1, 10, 1, 1, 21, 18, 6, 2, 1, 1788, 17
10/04/2014, Alabama, 168, 44, 228, 31, 19, 8, 52, 1, 1, 20, 16, 6, 1, 1, 2001, 17, Mississippi, 76, 32, 251, 31, 18, 3, 25, 1, 0, 16, 14, 6, 0, 0, 1597, 23
10/04/2014, Navy, 251, 55, 142, 16, 8, 5, 55, 1, 1, 20, 16, 6, 2, 2, 1857, 21, Air Force, 198, 48, 166, 17, 12, 6, 65, 0, 0, 18, 15, 6, 1, 1, 1734, 30
10/04/2014, Oregon State, 167, 32, 278, 37, 27, 5, 42, 0, 0, 22, 14, 6, 0, 0, 1959, 36, Colorado, 123, 28, 308, 49, 32, 6, 67, 0, 1, 25, 14, 6, 2, 0, 1621, 31
10/04/2014, Vanderbilt, 132, 36, 188, 31, 16, 4, 29, 0, 1, 15, 13, 2, 2, 1, 2100, 17, Georgia, 243, 35, 202, 22, 14, 2, 12, 0, 1, 20, 10, 4, 0, 0, 1452, 44
10/04/2014, Kansas, 65, 34, 111, 28, 13, 11, 101, 0, 0, 9, 17, 3, 0, 0, 1704, 14, West Virginia, 255, 42, 302, 37, 20, 5, 45, 2, 1, 25, 17, 8, 1, 0, 2395, 33
10/04/2014, Kent State, 83, 37, 244, 38, 20, 3, 27, 0, 0, 22, 16, 3, 2, 2, 2094, 14, Northern Illinois, 181, 39, 198, 25, 15, 9, 81, 0, 1, 15, 18, 9, 0, 0, 1473, 17
10/04/2014, South Alabama, 243, 46, 339, 28, 19, 10, 124, 0, 0, 28, 12, 5, 0, 0, 1858, 47, Appalachian State, 203, 38, 191, 36, 20, 8, 77, 2, 1, 25, 16, 8, 1, 0, 1742, 21
10/04/2014, Louisiana-Monroe, 72, 25, 276, 47, 27, 8, 69, 2, 0, 16, 16, 4, 2, 0, 1398, 14, Arkansas State, 288, 51, 284, 36, 21, 11, 110, 1, 2, 29, 13, 3, 3, 1, 2202, 28
10/04/2014, Georgia State, 138, 37, 287, 31, 20, 10, 79, 0, 0, 24, 14, 9, 2, 1, 1924, 31, Louisiana-Lafayette, 195, 32, 266, 31, 24, 12, 130, 0, 0, 21, 11, 7, 1, 1, 1669, 34
10/04/2014, LSU, 138, 36, 142, 24, 8, 5, 31, 0, 0, 13, 13, 0, 4, 1, 1633, 7, Auburn, 298, 49, 268, 25, 17, 7, 80, 1, 0, 25, 12, 6, 0, 0, 1943, 41
10/04/2014, Hawai'i, 144, 45, 117, 27, 12, 5, 40, 1, 1, 17, 18, 6, 2, 0, 1804, 14, Rice, 143, 44, 248, 23, 10, 3, 40, 2, 1, 17, 13, 4, 3, 1, 1796, 28
10/04/2014, Idaho, 176, 53, 347, 52, 33, 4, 35, 0, 2, 33, 21, 8, 5, 5, 2461, 30, Texas State, 390, 37, 76, 20, 11, 3, 18, 2, 2, 14, 14, 7, 1, 1, 1323, 35
10/04/2014, Toledo, 234, 36, 219, 28, 14, 4, 35, 2, 1, 20, 12, 3, 1, 1, 1334, 20, Western Michigan, 62, 32, 388, 38, 31, 3, 30, 0, 0, 20, 16, 6, 0, 0, 2266, 19
10/04/2014, Michigan, 158, 35, 178, 22, 13, 3, 30, 0, 1, 18, 11, 4, 0, 0, 1734, 24, Rutgers, 74, 30, 402, 40, 23, 9, 85, 0, 0, 18, 16, 8, 2, 0, 1835, 26
10/04/2014, UAB, 291, 64, 300, 25, 22, 7, 55, 2, 1, 32, 15, 10, 2, 2, 2139, 42, Western Kentucky, 184, 28, 319, 37, 25, 6, 50, 0, 0, 25, 10, 3, 3, 1, 2302, 39
10/04/2014, UTEP, 81, 36, 143, 28, 15, 5, 22, 2, 3, 12, 17, 5, 0, 0, 1955, 3, Louisiana Tech, 256, 43, 187, 17, 7, 4, 35, 1, 1, 19, 11, 5, 2, 1, 1645, 55
